ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_to_Weight_ratio,Cost*Weight,Discount_Ratio,CareCalls_to_Purchases,CostWeight_Discount_Interaction,Reached.on.Time_Y.N
10485,5,1,257,5,0,0,2,1323,0,0,0,0,0,1,0.1942554799697657,340011,0.007782101167315175,0.8333333333333334,0.5827664399092971,0
10680,4,4,205,2,2,0,8,5876,0,0,0,1,1,0,0.03488767869298843,1204580,0.03902439024390244,1.3333333333333333,0.31398910823689585,0
10807,5,3,242,5,1,1,3,1276,0,0,1,0,1,0,0.1896551724137931,308792,0.012396694214876033,0.8333333333333334,0.7586206896551724,1
8428,2,2,271,4,2,1,9,4066,1,0,0,0,0,1,0.06665027053615347,1101886,0.033210332103321034,0.4,0.6665027053615347,0
1096,4,2,199,3,1,1,23,2994,1,0,0,0,0,0,0.06646626586506346,595806,0.11557788944723618,1.0,1.595190380761523,1
2611,4,2,214,3,2,0,20,2009,0,0,1,0,0,0,0.10652065704330513,429926,0.09345794392523364,1.0,2.2369337979094075,1
473,2,2,189,4,1,1,9,3413,0,1,0,0,0,1,0.055376501611485496,645057,0.047619047619047616,0.4,0.553765016114855,1
8119,4,5,163,2,2,0,10,5529,0,0,1,0,0,1,0.029480918791824923,901227,0.06134969325153374,1.3333333333333333,0.32429010671007413,1
1726,5,3,248,3,2,1,4,2207,1,0,0,0,0,1,0.11236973266878116,547336,0.016129032258064516,1.25,0.5618486633439058,1
5146,5,4,97,6,0,1,7,5509,1,0,0,0,0,1,0.017607551279724087,534373,0.07216494845360824,0.7142857142857143,0.1408604102377927,1
4539,3,1,219,8,1,1,2,5334,0,0,0,0,0,1,0.04105736782902137,1168146,0.0091324200913242,0.3333333333333333,0.12317210348706412,0
1178,3,2,224,2,1,0,49,3749,0,0,0,1,0,1,0.05974926647105895,839776,0.21875,1.0,2.9874633235529475,1
1369,4,3,247,4,1,0,19,3838,0,0,1,0,0,0,0.06435643564356436,947986,0.07692307692307693,0.8,1.2871287128712872,1
9162,7,4,244,4,2,0,4,1953,0,0,0,1,1,0,0.12493599590373784,476532,0.01639344262295082,1.4,0.6246799795186893,1
281,3,1,205,3,2,1,39,3062,0,1,0,0,0,0,0.06694970607446114,627710,0.1902439024390244,0.75,2.677988242978446,1
3059,3,1,147,4,1,1,18,1613,0,1,0,0,0,1,0.09113453192808431,237111,0.12244897959183673,0.6,1.7315561066336018,1
7804,4,1,260,3,1,1,9,4239,1,0,0,0,1,0,0.06133522057088936,1102140,0.03461538461538462,1.0,0.6133522057088936,0
1707,4,4,147,5,2,0,33,1886,0,0,0,0,0,1,0.07794273594909862,277242,0.22448979591836735,0.6666666666666666,2.6500530222693532,1
1110,4,3,143,2,0,1,39,1727,0,0,0,1,0,0,0.08280254777070063,246961,0.2727272727272727,1.3333333333333333,3.312101910828025,1
1951,4,3,148,2,1,1,29,1809,0,0,1,0,0,1,0.08181315644002211,267732,0.19594594594594594,1.3333333333333333,2.4543946932006633,1
4407,3,3,269,3,2,1,5,4197,0,0,0,0,0,1,0.06409340004765308,1128993,0.01858736059479554,0.75,0.38456040028591854,1
5795,5,4,179,6,2,0,8,4615,0,1,0,0,0,1,0.03878656554712893,826085,0.0446927374301676,0.7142857142857143,0.34907908992416037,1
780,3,4,153,2,1,0,24,1442,0,0,0,1,0,1,0.10610263522884882,220626,0.1568627450980392,1.0,2.6525658807212205,1
539,3,3,207,6,0,0,24,3702,0,1,0,0,1,0,0.055915721231766614,766314,0.11594202898550725,0.42857142857142855,1.3978930307941653,1
2923,4,3,172,3,2,0,6,1261,0,0,1,0,0,1,0.13639968279143536,216892,0.03488372093023256,1.0,0.9547977795400475,1
9934,5,5,235,5,1,1,4,1758,1,0,0,0,0,1,0.133674630261661,413130,0.01702127659574468,0.8333333333333334,0.6683731513083049,0
7576,4,4,259,3,1,0,8,4223,1,0,0,0,0,1,0.06133080748283211,1093757,0.03088803088803089,1.0,0.551977267345489,1
9673,6,4,296,4,1,1,7,1969,0,0,1,0,0,1,0.15033011681056374,582824,0.02364864864864865,1.2,1.20264093448451,0
10634,5,1,253,2,2,1,3,5159,0,0,0,1,0,1,0.04904051172707889,1305227,0.011857707509881422,1.6666666666666667,0.19616204690831557,1
93,4,4,175,2,2,0,7,1188,0,0,0,0,0,1,0.1473063973063973,207900,0.04,1.3333333333333333,1.1784511784511784,1
8751,3,1,139,3,1,0,4,4666,0,0,0,0,1,0,0.029789969995713674,648574,0.02877697841726619,0.75,0.14894984997856836,0
8289,5,4,145,3,1,1,2,4492,0,0,0,0,0,1,0.03227960819234194,651340,0.013793103448275862,1.25,0.09683882457702583,1
4343,5,1,239,2,1,1,5,5759,0,1,0,0,0,1,0.04150026046188574,1376401,0.02092050209205021,1.6666666666666667,0.24900156277131447,1
7513,5,2,268,5,2,0,5,1876,0,0,1,0,1,0,0.14285714285714285,502768,0.018656716417910446,0.8333333333333334,0.8571428571428571,1
10898,4,3,242,2,1,1,9,4876,0,0,0,1,0,1,0.04963084495488105,1179992,0.0371900826446281,1.3333333333333333,0.4963084495488105,0
3450,4,1,163,4,2,1,2,5432,0,0,0,1,0,1,0.03000736377025037,885416,0.012269938650306749,0.8,0.0900220913107511,1
7196,6,1,306,4,2,1,8,1378,0,0,0,1,0,1,0.2220609579100145,421668,0.026143790849673203,1.2,1.9985486211901307,0
9687,5,5,218,5,2,0,7,1692,0,0,0,0,0,1,0.1288416075650118,368856,0.03211009174311927,0.8333333333333334,1.0307328605200945,0
2899,4,2,180,3,1,1,22,1261,0,0,1,0,0,1,0.14274385408406026,226980,0.12222222222222222,1.0,3.283108643933386,1
127,4,5,220,3,2,1,40,3516,0,0,1,0,1,0,0.06257110352673492,773520,0.18181818181818182,1.0,2.565415244596132,1
8791,3,3,182,4,1,0,2,4746,0,0,1,0,0,1,0.038348082595870206,863772,0.01098901098901099,0.6,0.11504424778761062,1
9383,3,5,144,3,2,0,9,5912,0,1,0,0,0,1,0.02435723951285521,851328,0.0625,0.75,0.24357239512855208,0
9081,5,2,210,7,2,0,4,4525,0,0,0,0,0,1,0.04640883977900553,950250,0.01904761904761905,0.625,0.23204419889502764,1
5080,4,1,212,3,1,1,2,4353,1,0,0,0,0,0,0.04870204456696531,922836,0.009433962264150943,1.0,0.14610613370089592,1
10232,2,1,232,6,1,0,2,5281,0,0,0,1,0,1,0.043931073660291614,1225192,0.008620689655172414,0.2857142857142857,0.13179322098087484,1
9491,4,1,155,3,2,1,9,4443,0,1,0,0,0,1,0.03488633805986946,688665,0.05806451612903226,1.0,0.3488633805986946,0
2394,4,3,158,3,1,1,18,1036,0,0,0,1,0,1,0.1525096525096525,163688,0.11392405063291139,1.0,2.8976833976833976,1
1700,3,2,223,4,1,0,20,3955,0,0,0,1,0,1,0.05638432364096081,881965,0.08968609865470852,0.6,1.184070796460177,1
7034,4,3,196,2,0,1,10,5709,0,0,0,1,0,1,0.034331756875109476,1118964,0.05102040816326531,1.3333333333333333,0.37764932562620424,1
1481,4,1,226,3,1,0,28,2211,0,1,0,0,1,0,0.10221619176843058,499686,0.12389380530973451,1.0,2.9642695612844867,1
8250,5,1,103,5,1,0,10,5413,0,0,0,1,0,1,0.019028265287271383,557539,0.0970873786407767,0.8333333333333334,0.2093109181599852,1
2336,5,5,273,3,2,0,18,2415,0,0,0,1,0,0,0.11304347826086956,659295,0.06593406593406594,1.25,2.1478260869565218,1
7836,3,5,139,2,1,0,6,5181,0,0,0,1,0,1,0.026828797529434473,720159,0.04316546762589928,1.0,0.1878015827060413,0
7218,7,4,251,5,1,1,3,1433,0,0,0,1,0,1,0.17515701325889743,359683,0.01195219123505976,1.1666666666666667,0.7006280530355897,0
10691,3,3,159,2,2,0,6,5269,0,1,0,0,0,0,0.03017650408047068,837771,0.03773584905660377,1.0,0.21123552856329475,0
10936,4,2,229,6,2,0,5,1689,1,0,0,0,1,0,0.13558318531675548,386781,0.021834061135371178,0.5714285714285714,0.8134991119005328,0
3854,3,3,232,3,1,0,9,5016,0,0,0,1,0,1,0.046251993620414676,1163712,0.03879310344827586,0.75,0.4625199362041468,1
4304,4,3,175,4,2,0,5,5177,0,0,0,1,0,1,0.03380336101989569,905975,0.02857142857142857,0.8,0.20282016611937415,1
1039,4,3,97,2,1,1,26,1598,0,0,1,0,0,1,0.0607008760951189,155006,0.26804123711340205,1.3333333333333333,1.6389236545682102,1
4716,3,3,204,4,0,1,9,4712,0,0,0,1,0,1,0.0432937181663837,961248,0.04411764705882353,0.6,0.432937181663837,0
4345,3,3,116,5,1,0,6,4524,0,0,1,0,0,1,0.02564102564102564,524784,0.05172413793103448,0.5,0.1794871794871795,0
10558,4,2,255,5,1,0,6,4053,1,0,0,0,0,0,0.06291635825314582,1033515,0.023529411764705882,0.6666666666666666,0.44041450777202074,0
2804,3,3,141,4,1,0,35,1417,0,0,0,1,0,1,0.0995059985885674,199797,0.24822695035460993,0.6,3.5822159491884262,1
6893,5,5,268,5,2,0,10,1906,0,1,0,0,0,1,0.14060860440713535,510808,0.03731343283582089,0.8333333333333334,1.546694648478489,0
1775,3,5,180,2,1,1,33,1444,0,1,0,0,1,0,0.12465373961218837,259920,0.18333333333333332,1.0,4.238227146814404,1
3900,4,5,174,2,1,1,10,5764,0,0,0,1,0,1,0.03018736988202637,1002936,0.05747126436781609,1.3333333333333333,0.3320610687022901,0
8162,3,5,241,3,1,0,4,4132,0,0,0,1,0,1,0.058325266214908036,995812,0.016597510373443983,0.75,0.29162633107454017,0
3371,4,5,151,4,2,1,3,5470,0,1,0,0,0,1,0.02760511882998172,825970,0.019867549668874173,0.8,0.11042047531992688,0
8255,3,4,245,3,2,0,7,5429,0,1,0,0,0,1,0.04512801620924664,1330105,0.02857142857142857,0.75,0.3610241296739731,0
334,3,4,211,3,2,1,8,3710,1,0,0,0,0,1,0.056873315363881405,782810,0.037914691943127965,0.75,0.5118598382749326,1
8748,5,5,221,3,2,1,9,5295,0,0,0,1,1,0,0.04173748819641171,1170195,0.04072398190045249,1.25,0.4173748819641171,0
5872,3,2,178,3,1,0,5,5686,1,0,0,0,1,0,0.03130495954977137,1012108,0.028089887640449437,0.75,0.18782975729862822,0
6533,3,5,260,4,2,0,8,4162,0,1,0,0,0,1,0.0624699663623258,1082120,0.03076923076923077,0.6,0.5622296972609322,1
5250,7,5,306,4,2,0,2,1281,0,0,0,1,0,1,0.2388758782201405,391986,0.006535947712418301,1.4,0.7166276346604215,0
8023,6,2,263,4,1,0,8,1635,0,0,1,0,0,1,0.16085626911314985,430005,0.030418250950570342,1.2,1.4477064220183486,0
6331,4,3,236,4,2,1,1,5783,0,0,1,0,0,1,0.040809268545737507,1364788,0.00423728813559322,0.8,0.08161853709147501,1
4475,6,3,142,2,1,0,9,5360,0,1,0,0,0,1,0.026492537313432835,761120,0.06338028169014084,2.0,0.26492537313432835,1
861,5,3,144,6,2,0,35,1009,0,0,0,0,0,1,0.14271555996035679,145296,0.24305555555555555,0.7142857142857143,5.137760158572844,1
3036,5,2,184,2,2,1,27,3276,0,0,0,1,0,1,0.05616605616605617,602784,0.14673913043478262,1.6666666666666667,1.5726495726495726,1
6700,5,2,173,2,0,0,10,4741,1,0,0,0,1,0,0.03649019194262814,820193,0.057803468208092484,1.6666666666666667,0.40139211136890957,0
5557,2,2,249,3,1,0,3,4129,0,0,1,0,0,1,0.06030515863405183,1028121,0.012048192771084338,0.5,0.24122063453620732,1
10897,4,1,133,4,1,0,10,5258,0,0,1,0,0,1,0.025294788893115254,699314,0.07518796992481203,0.8,0.2782426778242678,0
5995,3,5,133,8,2,0,8,5002,0,0,1,0,0,1,0.02658936425429828,665266,0.06015037593984962,0.3333333333333333,0.23930427828868453,1
10403,3,5,166,3,0,0,5,5206,0,1,0,0,1,0,0.031886285055704955,864196,0.030120481927710843,0.75,0.19131771033422973,0
6129,3,3,132,2,2,1,1,4687,0,0,0,0,0,1,0.028163004053765733,618684,0.007575757575757576,1.0,0.05632600810753147,0
2267,5,3,194,3,2,0,6,2736,0,1,0,0,0,1,0.07090643274853801,530784,0.030927835051546393,1.25,0.4963450292397661,1
8194,4,2,189,2,2,1,5,4374,1,0,0,0,1,0,0.043209876543209874,826686,0.026455026455026454,1.3333333333333333,0.25925925925925924,0
7777,5,1,249,3,1,0,8,5940,0,0,1,0,0,1,0.04191919191919192,1479060,0.0321285140562249,1.25,0.37727272727272726,0
5586,5,4,261,6,2,0,4,5349,0,0,0,1,0,1,0.04879416713404375,1396089,0.01532567049808429,0.7142857142857143,0.24397083567021874,0
8342,6,4,285,4,2,0,10,1422,0,0,0,1,1,0,0.20042194092827004,405270,0.03508771929824561,1.2,2.2046413502109705,0
5637,4,5,206,2,2,0,10,4437,0,0,0,0,0,1,0.04642776650890241,914022,0.04854368932038835,1.3333333333333333,0.5107054315979265,0
1344,4,5,218,3,1,1,25,2682,0,0,0,1,1,0,0.08128262490678598,584676,0.11467889908256881,1.0,2.1133482475764356,1
10712,4,3,263,6,2,1,10,1345,0,0,0,1,0,1,0.19553903345724907,353735,0.03802281368821293,0.5714285714285714,2.1509293680297397,1
4694,3,3,249,2,1,0,2,5078,0,0,0,1,0,1,0.049035053170539585,1264422,0.008032128514056224,1.0,0.14710515951161876,0
489,7,5,192,3,1,1,46,1550,0,0,0,0,0,1,0.12387096774193548,297600,0.23958333333333334,1.75,5.821935483870968,1
9696,6,3,245,4,2,1,3,1772,0,0,0,1,0,1,0.13826185101580135,434140,0.012244897959183673,1.2,0.5530474040632054,1
441,3,5,251,2,0,1,23,2426,0,0,0,0,0,1,0.10346248969497114,608926,0.09163346613545817,1.0,2.4830997526793075,1
4820,6,5,310,4,2,1,1,1105,0,0,0,1,0,1,0.28054298642533937,342550,0.0032258064516129032,1.2,0.5610859728506787,1
6922,5,3,252,2,2,1,9,1809,1,0,0,0,0,1,0.13930348258706468,455868,0.03571428571428571,1.6666666666666667,1.3930348258706469,0
5107,6,1,145,3,2,0,1,4346,0,0,1,0,0,1,0.033364012885411874,630170,0.006896551724137931,1.5,0.06672802577082375,1
9957,5,2,269,5,2,0,10,1113,0,0,0,0,0,1,0.2416891284815813,299397,0.03717472118959108,0.8333333333333334,2.6585804132973943,1
6888,5,3,243,5,1,1,2,1776,0,0,0,1,0,1,0.13682432432432431,431568,0.00823045267489712,0.8333333333333334,0.4104729729729729,1
781,4,5,252,3,1,1,16,2332,0,0,1,0,0,1,0.10806174957118353,587664,0.06349206349206349,1.0,1.83704974271012,1
10204,5,1,245,5,1,1,9,1694,1,0,0,0,0,1,0.1446280991735537,415030,0.036734693877551024,0.8333333333333334,1.446280991735537,1
9315,3,1,230,2,1,0,4,4387,0,0,0,0,0,0,0.052427627080009115,1009010,0.017391304347826087,1.0,0.2621381354000456,1
6287,7,2,264,4,2,1,6,1688,0,1,0,0,1,0,0.15639810426540285,445632,0.022727272727272728,1.4,1.09478672985782,0
9398,6,4,286,4,2,0,1,1539,0,0,0,1,0,1,0.18583495776478232,440154,0.0034965034965034965,1.2,0.37166991552956463,1
3648,4,2,147,3,1,0,5,5174,0,0,0,1,0,1,0.028411287205257055,760578,0.034013605442176874,1.0,0.17046772323154233,0
191,2,5,130,3,1,1,16,1092,0,1,0,0,0,1,0.11904761904761904,141960,0.12307692307692308,0.5,2.0238095238095237,1
10850,3,4,168,3,2,0,3,5303,0,0,0,1,0,1,0.03168018102960588,890904,0.017857142857142856,0.75,0.12672072411842353,1
9270,3,2,244,3,0,0,5,5781,0,0,0,1,0,1,0.04220723058294413,1410564,0.020491803278688523,0.75,0.2532433834976648,1
8801,3,3,232,2,2,0,8,5544,0,1,0,0,0,1,0.04184704184704185,1286208,0.034482758620689655,1.0,0.37662337662337664,1
5415,5,2,247,3,2,0,3,4698,0,0,0,0,0,1,0.05257556406981694,1160406,0.012145748987854251,1.25,0.21030225627926777,1
6542,6,4,283,4,1,0,10,1512,0,0,0,1,0,1,0.18716931216931218,427896,0.0353356890459364,1.2,2.058862433862434,0
7774,6,1,214,2,1,1,5,4708,1,0,0,0,0,1,0.045454545454545456,1007512,0.02336448598130841,2.0,0.2727272727272727,0
9701,5,3,256,6,2,1,3,1441,0,1,0,0,1,0,0.17765440666204024,368896,0.01171875,0.7142857142857143,0.710617626648161,0
2292,5,4,192,3,2,1,46,3709,0,0,0,1,0,1,0.051765974656241574,712128,0.23958333333333334,1.25,2.433000808843354,1
2015,3,4,241,3,1,0,50,3074,0,1,0,0,0,1,0.07839947950553025,740834,0.2074688796680498,0.75,3.9983734547820426,1
9970,3,2,198,5,2,0,6,5443,1,0,0,0,0,1,0.03637699797905567,1077714,0.030303030303030304,0.5,0.2546389858533897,0
6255,6,1,282,4,1,1,1,1434,0,0,0,0,0,1,0.19665271966527198,404388,0.0035460992907801418,1.2,0.39330543933054396,0
228,4,2,157,3,1,0,48,1393,0,0,0,1,0,1,0.11270638908829864,218701,0.3057324840764331,1.0,5.522613065326633,1
9603,3,4,155,3,2,1,9,5718,0,0,0,0,0,0,0.027107380202868136,886290,0.05806451612903226,0.75,0.27107380202868137,1
8598,5,1,226,5,2,1,3,1409,0,0,0,1,0,1,0.1603974449964514,318434,0.01327433628318584,0.8333333333333334,0.6415897799858056,0
1063,4,2,272,4,1,1,62,2307,0,0,1,0,0,1,0.11790203727785002,627504,0.22794117647058823,0.8,7.427828348504551,1
796,4,1,158,3,1,0,32,1061,1,0,0,0,1,0,0.14891611687087652,167638,0.20253164556962025,1.0,4.914231856738925,1
9350,7,5,255,4,1,0,2,1826,0,0,0,1,0,1,0.13964950711938665,465630,0.00784313725490196,1.4,0.41894852135815996,1
1710,3,3,152,2,1,1,32,1665,0,0,0,1,0,1,0.0912912912912913,253080,0.21052631578947367,1.0,3.0126126126126125,1
86,3,4,197,3,2,1,13,2148,0,0,0,1,0,1,0.09171322160148976,423156,0.06598984771573604,0.75,1.2839851024208566,1
3861,4,5,233,2,2,1,10,5865,0,0,0,0,0,1,0.03972719522591645,1366545,0.04291845493562232,1.3333333333333333,0.43699914748508095,1
10219,5,3,274,5,2,1,7,1696,0,0,1,0,0,1,0.1615566037735849,464704,0.025547445255474453,0.8333333333333334,1.2924528301886793,1
7549,5,2,268,3,2,1,8,5385,0,0,1,0,0,0,0.049767873723305475,1443180,0.029850746268656716,1.25,0.4479108635097493,1
1723,5,3,186,4,2,0,11,3676,0,0,1,0,0,1,0.05059847660500544,683736,0.05913978494623656,1.0,0.6071817192600653,1
6730,4,3,225,2,0,0,4,4732,1,0,0,0,0,0,0.047548605240912936,1064700,0.017777777777777778,1.3333333333333333,0.23774302620456467,0
4525,2,4,170,5,1,1,10,5448,0,0,1,0,0,0,0.03120411160058737,926160,0.058823529411764705,0.3333333333333333,0.3432452276064611,0
3988,3,5,257,2,1,1,2,5251,1,0,0,0,0,0,0.04894305846505428,1349507,0.007782101167315175,1.0,0.14682917539516283,1
8980,3,3,265,3,1,0,10,4093,1,0,0,0,0,1,0.06474468604935256,1084645,0.03773584905660377,0.75,0.7121915465428782,1
1784,5,4,206,3,1,1,53,2182,0,0,0,1,0,0,0.09440879926672777,449492,0.25728155339805825,1.25,5.098075160403299,1
396,4,4,183,3,1,1,29,3251,0,0,0,1,1,0,0.05629037219317133,594933,0.15846994535519127,1.0,1.68871116579514,1
10548,2,5,156,5,2,1,7,5780,0,0,0,1,0,0,0.02698961937716263,901680,0.04487179487179487,0.3333333333333333,0.21591695501730104,0
6561,6,5,269,4,1,0,2,1243,0,0,0,0,1,0,0.2164119066773934,334367,0.007434944237918215,1.2,0.6492357200321802,0
2590,5,3,203,2,1,0,37,3531,1,0,0,0,1,0,0.05749079580855282,716793,0.18226600985221675,1.6666666666666667,2.184650240725007,1
8333,6,3,246,4,2,0,8,1741,0,1,0,0,1,0,0.14129810453762207,428286,0.032520325203252036,1.2,1.2716829408385986,0
4226,4,4,217,2,1,1,6,4029,0,0,0,1,1,0,0.05385951849094068,874293,0.027649769585253458,1.3333333333333333,0.37701662943658476,1
8101,4,1,165,3,2,0,10,4574,0,0,1,0,0,1,0.036073458679492784,754710,0.06060606060606061,1.0,0.3968080454744206,0
2836,3,3,186,3,1,1,24,3262,1,0,0,0,0,1,0.05702023298589822,606732,0.12903225806451613,0.75,1.4255058246474555,1
1484,4,4,151,3,2,0,6,1930,0,0,0,1,1,0,0.07823834196891191,291430,0.039735099337748346,1.0,0.5476683937823834,1
10102,4,3,203,2,1,1,8,5597,1,0,0,0,0,1,0.03626943005181347,1136191,0.03940886699507389,1.3333333333333333,0.32642487046632124,0
8995,3,1,217,3,1,0,1,4177,0,0,1,0,0,1,0.051951161120421356,906409,0.004608294930875576,0.75,0.10390232224084271,1
8830,4,4,261,5,2,0,2,1690,1,0,0,0,0,1,0.1544378698224852,441090,0.007662835249042145,0.6666666666666666,0.4633136094674556,1
5337,6,3,233,3,2,0,9,4293,0,0,0,0,1,0,0.05427440018634987,1000269,0.03862660944206009,1.5,0.5427440018634987,1
2310,6,2,224,3,2,0,26,3247,0,0,0,1,1,0,0.0689867570064675,727328,0.11607142857142858,1.5,1.8626424391746226,1
5860,4,4,159,2,1,1,4,4648,1,0,0,0,0,1,0.03420826161790017,739032,0.025157232704402517,1.3333333333333333,0.17104130808950085,1
1763,4,2,190,4,2,1,61,2077,0,1,0,0,1,0,0.091478093403948,394630,0.32105263157894737,0.8,5.671641791044776,1
1318,4,4,111,6,1,1,8,1145,1,0,0,0,0,1,0.09694323144104804,127095,0.07207207207207207,0.5714285714285714,0.8724890829694323,1
1540,3,2,184,4,2,0,10,2972,1,0,0,0,0,1,0.06191117092866756,546848,0.05434782608695652,0.6,0.6810228802153432,1
7177,7,5,282,5,1,1,8,1091,0,0,1,0,0,1,0.25847846012832265,307662,0.028368794326241134,1.1666666666666667,2.326306141154904,1
7870,4,5,240,2,2,1,6,5045,1,0,0,0,0,1,0.04757185332011893,1210800,0.025,1.3333333333333333,0.3330029732408325,1
10792,4,2,259,5,2,1,7,1042,1,0,0,0,0,1,0.24856046065259116,269878,0.02702702702702703,0.6666666666666666,1.9884836852207293,1
9325,6,1,191,5,1,1,8,5156,0,0,1,0,0,0,0.03704422032583398,984796,0.041884816753926704,1.0,0.33339798293250583,1
3237,2,5,231,2,1,0,10,4406,0,0,0,0,0,1,0.05242850658193373,1017786,0.04329004329004329,0.6666666666666666,0.5767135724012711,1
667,5,2,254,4,0,1,37,2608,0,0,1,0,1,0,0.09739263803680982,662432,0.14566929133858267,1.0,3.7009202453987733,1
2744,4,3,132,4,2,1,10,1767,0,0,0,1,0,0,0.07470288624787776,233244,0.07575757575757576,0.8,0.8217317487266553,1
6860,5,4,259,5,1,1,10,1177,0,0,0,1,0,0,0.22005097706032287,304843,0.03861003861003861,0.8333333333333334,2.4205607476635516,0
909,4,1,235,4,1,1,22,2066,0,0,0,0,0,1,0.11374636979670862,485510,0.09361702127659574,0.8,2.616166505324298,1
10949,5,4,229,5,1,0,3,1861,0,1,0,0,1,0,0.123052122514777,426169,0.013100436681222707,0.8333333333333334,0.492208490059108,1
610,4,4,158,3,2,1,11,1224,1,0,0,0,0,1,0.12908496732026145,193392,0.06962025316455696,1.0,1.5490196078431375,1
7447,5,2,174,3,2,0,10,4902,0,0,1,0,0,1,0.03549571603427173,852948,0.05747126436781609,1.25,0.390452876376989,1
5630,4,4,265,2,2,0,9,4106,0,0,0,1,0,0,0.06453969800292256,1088090,0.033962264150943396,1.3333333333333333,0.6453969800292256,0
863,5,4,269,2,2,1,38,2770,0,1,0,0,0,1,0.09711191335740073,745130,0.1412639405204461,1.6666666666666667,3.7873646209386282,1
654,3,1,157,2,0,1,19,1898,0,0,0,1,0,1,0.0827186512118019,297986,0.12101910828025478,1.0,1.654373024236038,1
2221,6,1,229,6,1,1,35,3239,0,0,1,0,0,1,0.07070083359061438,741731,0.15283842794759825,0.8571428571428571,2.545230009262118,1
6086,4,5,217,3,1,0,6,4848,0,0,0,1,0,1,0.04476072607260726,1052016,0.027649769585253458,1.0,0.3133250825082508,1
6908,6,4,297,4,1,0,9,1249,0,0,0,1,0,1,0.2377902321857486,370953,0.030303030303030304,1.2,2.377902321857486,1
7121,4,4,260,3,1,1,9,4224,0,1,0,0,0,0,0.061553030303030304,1098240,0.03461538461538462,1.0,0.615530303030303,0
2021,3,5,212,3,1,0,2,2456,0,1,0,0,0,1,0.08631921824104234,520672,0.009433962264150943,0.75,0.25895765472312704,1
6563,4,3,256,5,1,0,5,1533,0,1,0,0,1,0,0.1669928245270711,392448,0.01953125,0.6666666666666666,1.0019569471624266,1
9266,3,3,212,3,2,1,10,5724,0,0,0,1,0,1,0.037037037037037035,1213488,0.04716981132075472,0.75,0.4074074074074074,1
2664,4,4,151,2,1,0,38,1001,0,0,0,1,0,1,0.15084915084915085,151151,0.25165562913907286,1.3333333333333333,5.883116883116883,1
382,5,2,199,4,1,0,59,2885,1,0,0,0,0,1,0.06897746967071057,574115,0.2964824120603015,1.0,4.138648180242634,1
1423,4,3,186,3,1,0,25,3851,0,0,1,0,0,1,0.04829914307971955,716286,0.13440860215053763,1.0,1.2557777200727083,1
8263,4,1,226,5,2,0,2,1912,0,0,1,0,0,1,0.11820083682008369,432112,0.008849557522123894,0.6666666666666666,0.35460251046025104,0
7573,3,5,194,3,1,1,6,4295,0,0,1,0,0,1,0.045168800931315485,833230,0.030927835051546393,0.75,0.3161816065192084,1
9239,4,3,257,3,2,1,1,5717,0,1,0,0,0,1,0.04495364701766661,1469269,0.0038910505836575876,1.0,0.08990729403533322,1
9429,4,1,220,5,1,0,9,1817,0,0,0,0,1,0,0.12107870115575124,399740,0.04090909090909091,0.6666666666666666,1.2107870115575123,0
2022,4,5,246,6,1,1,64,2271,0,0,0,1,0,1,0.1083223249669749,558666,0.2601626016260163,0.5714285714285714,7.040951122853368,1
8755,6,4,220,4,1,1,5,5465,0,0,1,0,1,0,0.04025617566331199,1202300,0.022727272727272728,1.2,0.2415370539798719,1
2939,4,5,156,5,0,0,55,1619,0,1,0,0,0,1,0.09635577516985794,252564,0.3525641025641026,0.6666666666666666,5.3959234095120445,1
5709,3,2,174,3,1,1,3,4132,0,0,0,0,0,1,0.04211035818005808,718968,0.017241379310344827,0.75,0.16844143272023232,0
1520,3,3,172,4,1,0,33,1989,0,0,0,1,0,0,0.08647561588738059,342108,0.19186046511627908,0.6,2.94017094017094,1
10066,4,4,196,4,1,0,10,4871,1,0,0,0,0,1,0.04023814411825087,954716,0.05102040816326531,0.8,0.44261958530075957,1
3525,3,4,182,2,2,1,8,4883,0,0,0,0,0,1,0.03727216874872005,888706,0.04395604395604396,1.0,0.3354495187384805,0
10916,4,4,220,10,2,0,7,4598,0,0,0,1,0,1,0.04784688995215311,1011560,0.031818181818181815,0.36363636363636365,0.3827751196172249,0
1864,4,1,192,3,2,0,29,3347,1,0,0,0,0,1,0.05736480430236032,642624,0.15104166666666666,1.0,1.7209441290708096,1
4973,3,5,239,6,1,0,8,5791,0,1,0,0,0,1,0.04127093766188914,1384049,0.03347280334728033,0.42857142857142855,0.3714384389570023,1
5270,6,4,264,4,1,1,1,1660,0,0,0,1,0,1,0.15903614457831325,438240,0.003787878787878788,1.2,0.3180722891566265,1
6297,4,3,246,6,1,0,10,1176,0,0,0,0,1,0,0.20918367346938777,289296,0.04065040650406504,0.5714285714285714,2.3010204081632653,0
3476,6,4,100,5,1,0,7,5668,0,0,0,1,0,1,0.017642907551164433,566800,0.07,1.0,0.14114326040931546,1
2090,3,1,265,3,2,0,61,3010,0,0,0,1,0,1,0.08803986710963455,797650,0.23018867924528302,0.75,5.458471760797342,1
